class,questons,label
ischemic necrosis infarction,Does the image contain a gland of the endocrine system?,0
islet,Is there a structure in the image that might produce bile?,1
islet,Does the image show an organ that could be involved in detoxifying substances?,1
islet,Is there something in the image that is connected to the gallbladder?,1
islet,Does the image include a structure composed of lobules?,1
islet,Is there a part of the digestive system visible in the image?,1
islet,Is there an object in the image that produces insulin?,0
islet,Does the image contain a structure that regulates neurotransmitters?,0
islet,Is there something in the image that could be a spinal cord segment?,0
islet,Is the object responsible for pumping blood?,0
islet,Does the image contain a gland of the endocrine system?,0
islets,Is there a structure in the image that might produce bile?,1
islets,Does the image show an organ that could be involved in detoxifying substances?,1
islets,Is there something in the image that is connected to the gallbladder?,1
islets,Does the image include a structure composed of lobules?,1
islets,Is there a part of the digestive system visible in the image?,1
islets,Is there an object in the image that produces insulin?,0
islets,Does the image contain a structure that regulates neurotransmitters?,0
islets,Is there something in the image that could be a spinal cord segment?,0
islets,Is the object responsible for pumping blood?,0
islets,Does the image contain a gland of the endocrine system?,0
jejunum,Is there a structure in the image that might produce bile?,1
jejunum,Does the image show an organ that could be involved in detoxifying substances?,1
jejunum,Is there something in the image that is connected to the gallbladder?,1
jejunum,Does the image include a structure composed of lobules?,1
jejunum,Is there a part of the digestive system visible in the image?,1
jejunum,Is there an object in the image that produces insulin?,0
jejunum,Does the image contain a structure that regulates neurotransmitters?,0
jejunum,Is there something in the image that could be a spinal cord segment?,0
jejunum,Is the object responsible for pumping blood?,0
jejunum,Does the image contain a gland of the endocrine system?,0
joints,Is there a structure in the image that might produce bile?,1
joints,Does the image show an organ that could be involved in detoxifying substances?,1
joints,Is there something in the image that is connected to the gallbladder?,1
joints,Does the image include a structure composed of lobules?,1
joints,Is there a part of the digestive system visible in the image?,1
joints,Is there an object in the image that produces insulin?,0
joints,Does the image contain a structure that regulates neurotransmitters?,0
joints,Is there something in the image that could be a spinal cord segment?,0
joints,Is the object responsible for pumping blood?,0
joints,Does the image contain a gland of the endocrine system?,0
kaposi 's sarcoma,Is there a structure in the image that might produce bile?,1
kaposi 's sarcoma,Does the image show an organ that could be involved in detoxifying substances?,1
kaposi 's sarcoma,Is there something in the image that is connected to the gallbladder?,1
kaposi 's sarcoma,Does the image include a structure composed of lobules?,1
kaposi 's sarcoma,Is there a part of the digestive system visible in the image?,1
kaposi 's sarcoma,Is there an object in the image that produces insulin?,0
kaposi 's sarcoma,Does the image contain a structure that regulates neurotransmitters?,0
